payment_id,subscriber_id,payment_date,amount_usd,failure_reason,gateway_response_code,attempt_number,previous_failures,days_since_last_payment,historical_success_rate,payment_method,customer_tenure_months,monthly_charge_usd,support_ticket_count,customer_lifetime_value_usd,customer_opted_out,recovery_probability,root_cause,root_cause_confidence,revenue_at_risk,expected_recovery,recommended_action
PAY-0020307,CUST-000669,2025-04-02,13.51,DUPLICATE_TRANSACTION,DUP_94,1,2,30,0.766,upi,57,13.13,2,670.07,False,0.644,GATEWAY_ERROR,0.93,13.48,8.68,RETRY
PAY-0020308,CUST-003090,2025-07-12,24.9,BANK_UNAVAILABLE,GW_503,4,3,26,0.656,upi,32,25.56,0,703.08,False,0.4,GATEWAY_ERROR,0.508,25.99,10.4,HUMAN_REVIEW
PAY-0020309,CUST-005730,2025-08-08,30.17,LIMIT_EXCEEDED,LIMIT_61,4,3,33,0.58,card,49,22.98,1,1209.58,False,0.304,GATEWAY_ERROR,0.446,32.01,9.73,HUMAN_REVIEW
PAY-0020310,CUST-005931,2025-12-29,26.76,LIMIT_EXCEEDED,61,1,1,34,0.481,card,17,24.3,2,488.73,False,0.282,CUSTOMER_ACTION_REQUIRED,0.812,27.63,7.79,CUSTOMER_NUDGE
PAY-0020311,CUST-007976,2026-05-18,59.55,INSUFFICIENT_FUNDS,51,1,1,34,0.523,netbanking,5,47.66,0,264.57,False,0.504,CUSTOMER_ACTION_REQUIRED,0.751,58.16,29.31,CUSTOMER_NUDGE
PAY-0020312,CUST-007881,2025-09-15,24.76,INSUFFICIENT_FUNDS,51,3,2,39,0.428,upi,14,24.76,1,357.26,False,0.333,CUSTOMER_ACTION_REQUIRED,0.842,26.15,8.71,CUSTOMER_NUDGE
PAY-0020313,CUST-006994,2026-07-11,24.09,LIMIT_EXCEEDED,LIMIT_61,1,0,31,0.588,upi,7,22.76,1,172.72,False,0.512,CUSTOMER_ACTION_REQUIRED,0.729,23.67,12.12,CUSTOMER_NUDGE
PAY-0020314,CUST-003092,2026-02-22,38.85,AUTHENTICATION_FAILED,3DS_FAIL_05,3,2,33,0.696,netbanking,47,30.64,2,1534.48,False,0.561,GATEWAY_ERROR,0.415,41.07,23.04,HUMAN_REVIEW
PAY-0020315,CUST-000301,2026-03-27,12.77,AUTHENTICATION_FAILED,05,2,1,24,0.614,card,6,12.86,0,72.1,False,0.421,CUSTOMER_ACTION_REQUIRED,0.966,13.47,5.67,CUSTOMER_NUDGE
PAY-0020316,CUST-003859,2026-07-02,18.09,AUTHENTICATION_FAILED,05,2,1,38,0.228,card,6,14.85,1,109.47,False,0.315,CUSTOMER_ACTION_REQUIRED,0.861,18.96,5.97,CUSTOMER_NUDGE
PAY-0020317,CUST-003842,2026-08-18,11.57,FRAUD_SUSPECTED,FRAUD_59,1,1,28,0.661,netbanking,36,9.9,2,337.36,False,0.078,RISK_RELATED,0.851,11.64,0.91,HUMAN_REVIEW
PAY-0020318,CUST-000769,2025-12-21,62.52,GATEWAY_ERROR,GW_ERR_96,2,1,30,0.677,card,9,67.95,0,732.94,False,0.63,GATEWAY_ERROR,0.744,61.74,38.9,RETRY
PAY-0020319,CUST-000103,2025-03-27,12.34,INSUFFICIENT_FUNDS,51,3,2,32,0.497,netbanking,9,12.89,0,100.63,False,0.01,RISK_RELATED,0.397,13.08,0.13,HUMAN_REVIEW
PAY-0020320,CUST-004131,2026-05-28,30.63,LIMIT_EXCEEDED,LIMIT_61,1,0,25,0.613,card,28,27.14,0,653.78,False,0.462,CUSTOMER_ACTION_REQUIRED,0.769,30.84,14.25,CUSTOMER_NUDGE
PAY-0020321,CUST-008141,2026-08-21,4.05,GATEWAY_ERROR,GW_500,3,2,37,0.518,upi,5,5.0,3,30.87,False,0.572,GATEWAY_ERROR,0.728,4.36,2.49,RETRY
PAY-0020322,CUST-004886,2025-10-22,13.98,INSUFFICIENT_FUNDS,51,3,3,33,0.655,upi,7,10.98,0,90.82,False,0.499,CUSTOMER_ACTION_REQUIRED,0.754,14.59,7.28,CUSTOMER_NUDGE
PAY-0020323,CUST-002753,2025-01-17,14.95,NETWORK_TIMEOUT,GW_503,3,2,36,0.565,upi,32,14.09,1,411.01,False,0.659,TRANSIENT_FAILURE,0.976,14.79,9.75,RETRY
PAY-0020324,CUST-003196,2026-08-16,8.56,INSUFFICIENT_FUNDS,NSF_51,3,2,31,0.699,card,33,9.87,0,397.18,False,0.414,CUSTOMER_ACTION_REQUIRED,0.798,9.03,3.74,CUSTOMER_NUDGE
PAY-0020325,CUST-008631,2025-12-19,25.52,BANK_UNAVAILABLE,GW_503,1,0,38,0.553,upi,16,27.73,1,440.57,False,0.676,TRANSIENT_FAILURE,0.836,25.12,16.98,RETRY
PAY-0020326,CUST-008952,2025-10-10,33.01,BANK_UNAVAILABLE,BANK_DOWN_502,2,1,29,0.699,card,21,36.57,0,957.17,False,0.813,TRANSIENT_FAILURE,0.724,35.41,28.79,RETRY
PAY-0020327,CUST-008614,2026-04-09,12.73,GATEWAY_ERROR,GW_500,1,1,35,0.632,card,24,13.42,2,310.53,False,0.556,GATEWAY_ERROR,0.825,12.51,6.96,RETRY
PAY-0020328,CUST-008543,2025-04-23,27.07,DUPLICATE_TRANSACTION,DUP_94,1,1,37,0.658,card,34,24.17,1,751.42,False,0.074,RISK_RELATED,0.42,28.96,2.14,HUMAN_REVIEW
PAY-0020329,CUST-005544,2025-08-02,24.89,INVALID_CARD,INVALID_14,3,2,29,0.843,upi,51,24.37,0,1428.07,False,0.299,PAYMENT_INSTRUMENT,0.922,24.66,7.37,CUSTOMER_NUDGE
PAY-0020330,CUST-003343,2026-02-03,29.23,FRAUD_SUSPECTED,59,1,1,29,0.705,card,31,22.99,0,816.76,False,0.127,RISK_RELATED,0.953,29.45,3.74,HUMAN_REVIEW
PAY-0020331,CUST-001818,2025-06-19,18.67,DUPLICATE_TRANSACTION,DUP_94,1,2,28,0.507,card,18,22.14,0,400.82,False,0.455,GATEWAY_ERROR,0.765,20.02,9.11,RETRY
PAY-0020332,CUST-008124,2026-08-05,12.73,DUPLICATE_TRANSACTION,94,4,3,34,0.461,upi,2,15.11,0,32.28,False,0.537,GATEWAY_ERROR,0.932,13.09,7.03,STOP
PAY-0020333,CUST-004738,2026-05-14,9.9,INSUFFICIENT_FUNDS,NSF_51,2,1,30,0.472,upi,14,10.08,3,171.96,False,0.344,CUSTOMER_ACTION_REQUIRED,0.971,10.04,3.45,CUSTOMER_NUDGE
PAY-0020334,CUST-006420,2025-07-10,31.73,INSUFFICIENT_FUNDS,NSF_51,5,4,41,0.446,card,14,32.77,2,551.62,False,0.429,GATEWAY_ERROR,0.446,33.86,14.53,HUMAN_REVIEW
PAY-0020335,CUST-004012,2026-08-11,21.54,NETWORK_TIMEOUT,TIMEOUT_408,1,3,19,0.631,card,41,19.7,2,977.52,False,0.642,TRANSIENT_FAILURE,0.78,21.92,14.07,RETRY
PAY-0020336,CUST-000345,2025-07-18,28.24,INVALID_CARD,INVALID_14,1,1,28,0.565,upi,32,32.58,1,970.9,False,0.568,GATEWAY_ERROR,0.584,30.24,17.18,RETRY
PAY-0020337,CUST-006579,2025-06-12,41.06,DUPLICATE_TRANSACTION,94,1,0,26,0.64,netbanking,3,41.27,0,139.09,False,0.716,GATEWAY_ERROR,0.793,43.79,31.35,RETRY
PAY-0020338,CUST-006671,2026-04-08,11.92,INVALID_CARD,INVALID_14,5,4,49,0.396,card,21,12.74,1,333.34,False,0.028,PAYMENT_INSTRUMENT,0.851,12.68,0.36,STOP
PAY-0020339,CUST-007782,2026-04-14,16.32,NETWORK_TIMEOUT,GW_503,1,0,27,0.396,upi,10,10.9,1,94.32,False,0.724,TRANSIENT_FAILURE,0.835,16.9,12.24,RETRY
PAY-0020340,CUST-007965,2026-08-05,15.11,NETWORK_TIMEOUT,91,2,1,33,0.661,card,28,15.67,0,450.22,False,0.829,TRANSIENT_FAILURE,0.87,16.31,13.52,RETRY
PAY-0020341,CUST-001588,2025-12-31,44.93,DUPLICATE_TRANSACTION,DUP_94,2,1,26,0.538,upi,39,40.68,2,1715.3,False,0.554,GATEWAY_ERROR,0.976,47.48,26.3,HUMAN_REVIEW
PAY-0020342,CUST-008264,2025-09-10,28.38,INSUFFICIENT_FUNDS,51,4,4,30,0.532,card,8,27.68,1,233.32,False,0.01,RISK_RELATED,0.591,28.1,0.28,HUMAN_REVIEW
PAY-0020343,CUST-008103,2025-09-13,23.15,INVALID_CARD,INVALID_14,3,4,31,0.568,netbanking,41,24.8,2,996.83,False,0.279,PAYMENT_INSTRUMENT,0.748,24.13,6.73,HUMAN_REVIEW
PAY-0020344,CUST-005448,2026-01-01,40.47,GATEWAY_ERROR,GW_500,1,0,29,0.836,upi,70,38.21,1,3142.72,False,0.746,GATEWAY_ERROR,0.805,40.12,29.93,RETRY
PAY-0020345,CUST-000508,2026-01-01,18.67,INSUFFICIENT_FUNDS,NSF_51,4,3,36,0.609,card,6,19.05,0,125.35,False,0.284,CUSTOMER_ACTION_REQUIRED,0.841,18.37,5.22,CUSTOMER_NUDGE
PAY-0020346,CUST-008617,2025-03-10,16.64,BANK_UNAVAILABLE,GW_503,1,0,27,0.671,card,57,15.32,0,823.72,False,0.824,TRANSIENT_FAILURE,0.903,17.11,14.1,RETRY
PAY-0020347,CUST-006403,2025-04-01,25.97,NETWORK_TIMEOUT,91,1,0,27,0.598,card,20,28.42,3,658.07,False,0.853,TRANSIENT_FAILURE,0.958,26.41,22.53,RETRY
PAY-0020348,CUST-001073,2025-09-24,3.0,INSUFFICIENT_FUNDS,51,2,1,44,0.686,upi,42,5.0,4,179.54,False,0.285,CUSTOMER_ACTION_REQUIRED,0.857,3.02,0.86,CUSTOMER_NUDGE
PAY-0020349,CUST-007030,2025-10-24,12.04,LIMIT_EXCEEDED,LIMIT_61,1,0,33,0.659,upi,22,13.51,2,356.77,False,0.508,CUSTOMER_ACTION_REQUIRED,0.731,12.02,6.11,CUSTOMER_NUDGE
PAY-0020350,CUST-004596,2025-11-30,24.08,NETWORK_TIMEOUT,91,2,1,33,0.46,card,13,24.45,0,286.5,False,0.686,TRANSIENT_FAILURE,0.93,24.46,16.78,RETRY
PAY-0020351,CUST-007952,2026-06-15,24.93,INSUFFICIENT_FUNDS,NSF_51,1,1,32,0.485,card,28,24.61,0,676.77,False,0.237,PAYMENT_INSTRUMENT,0.498,26.23,6.22,CUSTOMER_NUDGE
PAY-0020352,CUST-001389,2025-01-16,51.71,LIMIT_EXCEEDED,LIMIT_61,2,1,30,0.444,card,35,45.5,3,1972.56,False,0.523,CUSTOMER_ACTION_REQUIRED,0.912,52.55,27.48,HUMAN_REVIEW
PAY-0020353,CUST-004630,2025-03-02,17.29,FRAUD_SUSPECTED,FRAUD_59,2,1,23,0.451,upi,8,16.8,2,147.31,False,0.082,RISK_RELATED,0.863,17.21,1.41,STOP
PAY-0020354,CUST-007910,2026-04-24,13.3,DUPLICATE_TRANSACTION,94,1,1,18,0.733,netbanking,12,10.42,0,113.18,False,0.656,GATEWAY_ERROR,0.777,13.69,8.98,RETRY
PAY-0020355,CUST-005730,2025-06-15,23.42,GATEWAY_ERROR,96,1,0,32,0.665,upi,49,22.98,1,1209.58,False,0.548,GATEWAY_ERROR,0.745,24.58,13.47,RETRY
PAY-0020356,CUST-003550,2026-01-18,43.22,GATEWAY_ERROR,GW_ERR_96,1,1,25,0.435,card,23,35.95,0,804.68,False,0.57,GATEWAY_ERROR,0.839,41.96,23.92,RETRY
PAY-0020357,CUST-002296,2025-04-16,11.26,INSUFFICIENT_FUNDS,51,4,4,40,0.662,card,42,16.59,1,811.84,False,0.167,CUSTOMER_ACTION_REQUIRED,0.912,11.45,1.91,STOP
PAY-0020358,CUST-006545,2025-08-17,45.94,INSUFFICIENT_FUNDS,NSF_51,2,1,35,0.638,netbanking,19,44.37,2,1032.17,False,0.397,CUSTOMER_ACTION_REQUIRED,0.801,47.3,18.78,CUSTOMER_NUDGE
PAY-0020359,CUST-003540,2025-12-13,39.61,AUTHENTICATION_FAILED,05,1,1,30,0.626,upi,36,38.41,1,1183.96,False,0.489,CUSTOMER_ACTION_REQUIRED,0.774,41.23,20.16,CUSTOMER_NUDGE
PAY-0020360,CUST-005931,2026-08-15,26.84,CARD_EXPIRED,54,1,0,35,0.443,card,17,24.3,2,488.73,False,0.402,PAYMENT_INSTRUMENT,0.906,27.33,10.99,CUSTOMER_NUDGE
PAY-0020361,CUST-003609,2025-07-24,39.83,BANK_UNAVAILABLE,BANK_DOWN_502,1,0,31,0.436,card,8,41.78,0,335.75,False,0.402,CUSTOMER_ACTION_REQUIRED,0.48,41.96,16.87,CUSTOMER_NUDGE
PAY-0020362,CUST-004342,2025-05-07,35.3,CARD_EXPIRED,EXP_CARD_54,1,0,31,0.38,upi,11,36.85,1,487.68,False,0.37,PAYMENT_INSTRUMENT,0.885,37.8,13.99,CUSTOMER_NUDGE
PAY-0020363,CUST-000920,2025-03-05,18.68,GATEWAY_ERROR,GW_500,4,4,31,0.576,upi,22,19.6,1,467.44,False,0.373,GATEWAY_ERROR,0.911,19.64,7.33,HUMAN_REVIEW
PAY-0020364,CUST-007806,2025-09-04,26.69,DUPLICATE_TRANSACTION,DUP_94,3,3,29,0.547,upi,33,28.61,1,1113.74,False,0.355,GATEWAY_ERROR,0.863,27.47,9.75,HUMAN_REVIEW
PAY-0020365,CUST-006974,2025-12-17,13.88,BANK_UNAVAILABLE,GW_503,2,2,24,0.513,card,7,12.28,1,99.6,False,0.592,TRANSIENT_FAILURE,0.862,14.64,8.67,RETRY
PAY-0020366,CUST-008737,2025-08-16,60.57,DUPLICATE_TRANSACTION,DUP_94,1,0,38,0.595,card,22,62.56,1,1640.56,False,0.64,GATEWAY_ERROR,0.901,59.78,38.26,RETRY
PAY-0020367,CUST-004918,2025-01-13,10.88,DUPLICATE_TRANSACTION,94,2,1,30,0.554,card,4,9.53,0,40.98,False,0.567,GATEWAY_ERROR,0.955,10.86,6.16,RETRY
PAY-0020368,CUST-006623,2025-08-25,25.13,BANK_UNAVAILABLE,BANK_DOWN_502,1,0,23,0.661,card,17,23.15,0,455.45,False,0.9,TRANSIENT_FAILURE,0.802,25.58,23.02,RETRY
PAY-0020369,CUST-000903,2025-08-17,23.59,AUTHENTICATION_FAILED,3DS_FAIL_05,1,1,34,0.55,card,13,20.83,2,332.75,False,0.476,CUSTOMER_ACTION_REQUIRED,0.92,23.72,11.29,CUSTOMER_NUDGE
PAY-0020370,CUST-003086,2025-08-05,5.35,BANK_UNAVAILABLE,91,3,3,30,0.627,card,16,5.0,0,88.68,False,0.443,GATEWAY_ERROR,0.598,5.31,2.35,RETRY
PAY-0020371,CUST-001769,2026-03-23,22.97,AUTHENTICATION_FAILED,05,2,1,29,0.553,card,30,17.8,0,519.21,False,0.364,CUSTOMER_ACTION_REQUIRED,0.773,22.58,8.22,CUSTOMER_NUDGE
PAY-0020372,CUST-002143,2026-06-07,37.04,AUTHENTICATION_FAILED,05,1,0,25,0.573,card,23,40.13,1,839.85,False,0.431,CUSTOMER_ACTION_REQUIRED,0.941,37.69,16.24,CUSTOMER_NUDGE
PAY-0020373,CUST-001536,2025-08-30,8.61,DUPLICATE_TRANSACTION,94,1,1,32,0.467,upi,11,12.09,3,129.06,False,0.563,GATEWAY_ERROR,0.721,8.59,4.84,RETRY
PAY-0020374,CUST-003526,2025-12-20,16.66,FRAUD_SUSPECTED,FRAUD_59,1,0,25,0.363,card,1,13.56,1,16.25,False,0.01,RISK_RELATED,0.806,16.24,0.16,STOP
PAY-0020375,CUST-002584,2025-11-22,18.61,INSUFFICIENT_FUNDS,NSF_51,2,2,26,0.542,upi,24,21.9,2,605.7,False,0.363,CUSTOMER_ACTION_REQUIRED,0.937,18.34,6.66,CUSTOMER_NUDGE
PAY-0020376,CUST-004384,2025-04-26,16.16,NETWORK_TIMEOUT,91,1,0,25,0.635,card,32,17.17,3,499.73,False,0.887,TRANSIENT_FAILURE,0.901,16.85,14.95,RETRY
PAY-0020377,CUST-007894,2025-02-25,12.97,GATEWAY_ERROR,96,1,1,35,0.578,card,19,15.65,0,325.2,False,0.609,GATEWAY_ERROR,0.924,13.97,8.51,RETRY
PAY-0020378,CUST-001157,2025-11-27,32.36,GATEWAY_ERROR,GW_ERR_96,3,2,28,0.687,card,36,36.31,0,1154.91,False,0.557,GATEWAY_ERROR,0.953,32.82,18.28,CUSTOMER_NUDGE
PAY-0020379,CUST-002058,2025-03-26,18.03,LIMIT_EXCEEDED,LIMIT_61,1,0,24,0.693,upi,13,19.3,2,307.01,False,0.587,CUSTOMER_ACTION_REQUIRED,0.978,19.28,11.32,CUSTOMER_NUDGE
PAY-0020380,CUST-006200,2026-07-31,14.36,AUTHENTICATION_FAILED,3DS_FAIL_05,2,1,28,0.724,card,48,14.88,1,835.48,False,0.532,CUSTOMER_ACTION_REQUIRED,0.922,14.05,7.47,CUSTOMER_NUDGE
PAY-0020381,CUST-001434,2025-10-10,20.91,AUTHENTICATION_FAILED,05,1,0,24,0.474,upi,25,19.48,1,478.38,False,0.376,CUSTOMER_ACTION_REQUIRED,0.943,20.86,7.84,CUSTOMER_NUDGE
PAY-0020382,CUST-002837,2025-06-26,20.91,GATEWAY_ERROR,96,2,2,32,0.711,card,48,16.26,0,803.95,False,0.731,GATEWAY_ERROR,0.882,21.32,15.58,RETRY
PAY-0020383,CUST-002776,2025-11-02,25.84,GATEWAY_ERROR,GW_ERR_96,2,2,38,0.507,card,9,31.52,2,294.4,False,0.507,GATEWAY_ERROR,0.731,26.46,13.42,RETRY
PAY-0020384,CUST-008731,2025-04-28,20.99,GATEWAY_ERROR,GW_500,2,1,34,0.462,card,12,13.38,0,200.24,False,0.427,GATEWAY_ERROR,0.747,21.04,8.98,RETRY
PAY-0020385,CUST-003420,2026-03-05,16.9,CARD_EXPIRED,EXP_CARD_54,1,0,19,0.707,upi,48,20.71,1,931.31,False,0.338,PAYMENT_INSTRUMENT,0.945,18.18,6.14,CUSTOMER_NUDGE
PAY-0020386,CUST-008357,2025-02-17,42.16,NETWORK_TIMEOUT,TIMEOUT_408,5,4,42,0.5,card,13,45.36,1,581.51,False,0.453,GATEWAY_ERROR,0.574,44.69,20.24,HUMAN_REVIEW
PAY-0020387,CUST-002463,2025-08-28,11.92,FRAUD_SUSPECTED,FRAUD_59,1,0,23,0.502,card,15,6.04,1,106.59,False,0.055,RISK_RELATED,0.843,12.1,0.67,STOP
PAY-0020388,CUST-001224,2025-08-08,26.49,AUTHENTICATION_FAILED,05,3,2,33,0.458,card,8,22.4,2,187.29,False,0.265,CUSTOMER_ACTION_REQUIRED,0.815,26.63,7.06,CUSTOMER_NUDGE
PAY-0020389,CUST-005259,2025-11-30,12.59,DUPLICATE_TRANSACTION,DUP_94,4,3,38,0.522,card,16,14.03,2,203.25,False,0.432,GATEWAY_ERROR,0.952,12.48,5.39,HUMAN_REVIEW
PAY-0020390,CUST-007227,2026-05-08,19.62,GATEWAY_ERROR,GW_ERR_96,3,2,36,0.658,upi,13,15.91,0,240.44,False,0.58,GATEWAY_ERROR,0.956,20.23,11.73,HUMAN_REVIEW
PAY-0020391,CUST-005437,2025-09-09,43.74,GATEWAY_ERROR,GW_ERR_96,2,2,24,0.592,upi,35,38.01,3,1570.28,False,0.538,GATEWAY_ERROR,0.979,44.77,24.09,HUMAN_REVIEW
PAY-0020392,CUST-002641,2026-06-07,11.29,BANK_UNAVAILABLE,BANK_DOWN_502,2,1,28,0.554,card,10,10.87,1,94.3,False,0.669,TRANSIENT_FAILURE,0.966,11.22,7.51,RETRY
PAY-0020393,CUST-007352,2025-11-13,32.95,INVALID_CARD,14,2,1,21,0.642,upi,11,27.39,0,332.52,False,0.395,PAYMENT_INSTRUMENT,0.723,35.15,13.88,CUSTOMER_NUDGE
PAY-0020394,CUST-007621,2025-06-25,32.01,GATEWAY_ERROR,GW_ERR_96,3,2,35,0.609,upi,16,29.55,0,449.33,False,0.01,RISK_RELATED,0.602,32.12,0.32,HUMAN_REVIEW
PAY-0020395,CUST-004225,2026-08-06,33.73,GATEWAY_ERROR,GW_500,1,0,27,0.616,netbanking,21,36.07,1,855.44,False,0.689,GATEWAY_ERROR,0.784,34.04,23.45,RETRY
PAY-0020396,CUST-008255,2025-04-12,24.98,GATEWAY_ERROR,96,3,2,30,0.448,upi,15,26.77,0,387.59,False,0.373,GATEWAY_ERROR,0.744,24.7,9.21,STOP
PAY-0020397,CUST-008292,2025-11-20,43.53,GATEWAY_ERROR,GW_ERR_96,2,1,29,0.494,netbanking,12,43.47,1,591.41,False,0.515,GATEWAY_ERROR,0.81,44.64,22.99,RETRY
PAY-0020398,CUST-005764,2026-06-06,5.71,DUPLICATE_TRANSACTION,94,1,0,29,0.699,card,27,11.02,4,314.9,False,0.514,GATEWAY_ERROR,0.924,5.79,2.98,RETRY
PAY-0020399,CUST-002183,2025-11-14,22.42,DUPLICATE_TRANSACTION,DUP_94,1,0,32,0.696,upi,21,21.89,1,449.14,False,0.049,RISK_RELATED,0.616,21.97,1.08,STOP
PAY-0020400,CUST-007042,2026-01-09,18.76,GATEWAY_ERROR,GW_ERR_96,3,4,29,0.361,card,27,21.04,1,660.84,False,0.292,GATEWAY_ERROR,0.882,20.23,5.91,HUMAN_REVIEW
PAY-0020401,CUST-007911,2025-01-12,35.53,NETWORK_TIMEOUT,91,1,0,25,0.587,card,20,30.41,0,578.21,False,0.585,TRANSIENT_FAILURE,0.916,35.77,20.93,RETRY
PAY-0020402,CUST-002885,2025-05-18,7.83,BANK_UNAVAILABLE,BANK_DOWN_502,2,1,33,0.519,card,6,7.83,1,49.72,False,0.524,TRANSIENT_FAILURE,0.803,7.83,4.1,RETRY
PAY-0020403,CUST-001216,2025-05-25,36.07,NETWORK_TIMEOUT,GW_503,2,1,31,0.426,card,3,36.73,0,128.83,False,0.638,TRANSIENT_FAILURE,0.762,36.55,23.32,RETRY
PAY-0020404,CUST-003988,2025-05-23,20.21,BANK_UNAVAILABLE,GW_503,2,1,32,0.51,upi,3,23.1,0,85.75,False,0.654,TRANSIENT_FAILURE,0.804,19.63,12.84,RETRY
PAY-0020405,CUST-005141,2026-03-02,9.31,CARD_EXPIRED,EXP_CARD_54,1,2,46,0.262,card,10,6.24,1,60.75,False,0.329,CUSTOMER_ACTION_REQUIRED,0.453,9.39,3.09,HUMAN_REVIEW
PAY-0020406,CUST-004395,2025-09-15,26.85,DUPLICATE_TRANSACTION,DUP_94,1,0,31,0.501,upi,17,22.32,0,359.65,False,0.64,GATEWAY_ERROR,0.818,26.96,17.25,RETRY
PAY-0020407,CUST-008925,2026-08-23,98.88,LIMIT_EXCEEDED,LIMIT_61,3,3,39,0.512,upi,19,93.96,1,1815.16,False,0.326,CUSTOMER_ACTION_REQUIRED,0.962,100.34,32.71,CUSTOMER_NUDGE
PAY-0020408,CUST-007337,2025-12-17,23.92,NETWORK_TIMEOUT,GW_503,4,3,40,0.734,card,33,21.05,1,645.75,False,0.312,CUSTOMER_ACTION_REQUIRED,0.575,24.75,7.72,HUMAN_REVIEW
PAY-0020409,CUST-008700,2025-02-20,24.38,DUPLICATE_TRANSACTION,DUP_94,1,1,31,0.471,upi,13,32.9,0,382.26,False,0.613,GATEWAY_ERROR,0.733,25.75,15.78,RETRY
PAY-0020410,CUST-001638,2025-10-07,37.97,INSUFFICIENT_FUNDS,NSF_51,1,0,21,0.647,card,20,37.67,1,805.94,False,0.62,CUSTOMER_ACTION_REQUIRED,0.75,38.47,23.85,CUSTOMER_NUDGE
PAY-0020411,CUST-002115,2026-01-04,34.5,AUTHENTICATION_FAILED,3DS_FAIL_05,3,2,36,0.462,card,9,39.58,1,414.59,False,0.353,CUSTOMER_ACTION_REQUIRED,0.938,33.65,11.88,HUMAN_REVIEW
PAY-0020412,CUST-000168,2025-08-25,34.44,LIMIT_EXCEEDED,LIMIT_61,1,0,16,0.527,upi,12,31.52,2,403.37,False,0.519,CUSTOMER_ACTION_REQUIRED,0.843,34.89,18.11,RETRY
PAY-0020413,CUST-006879,2025-11-04,87.61,DUPLICATE_TRANSACTION,DUP_94,3,2,16,0.556,netbanking,30,75.06,1,1918.21,False,0.467,GATEWAY_ERROR,0.902,86.49,40.39,HUMAN_REVIEW
PAY-0020414,CUST-006319,2025-04-11,12.93,FRAUD_SUSPECTED,RISK_BLOCK_63,1,2,19,0.671,upi,16,10.93,3,207.27,False,0.01,RISK_RELATED,0.946,13.23,0.13,HUMAN_REVIEW
PAY-0020415,CUST-003450,2025-07-27,30.14,GATEWAY_ERROR,GW_500,1,0,29,0.739,upi,45,25.89,2,1044.94,False,0.676,GATEWAY_ERROR,0.782,29.66,20.05,RETRY
PAY-0020416,CUST-003754,2025-02-22,10.82,AUTHENTICATION_FAILED,3DS_FAIL_05,1,0,26,0.655,netbanking,25,9.03,3,271.88,False,0.531,CUSTOMER_ACTION_REQUIRED,0.748,11.29,5.99,CUSTOMER_NUDGE
PAY-0020417,CUST-003652,2026-01-18,16.86,BANK_UNAVAILABLE,GW_503,2,1,34,0.483,upi,13,16.91,1,230.96,False,0.653,TRANSIENT_FAILURE,0.838,16.95,11.07,RETRY
PAY-0020418,CUST-001243,2025-08-28,20.12,BANK_UNAVAILABLE,GW_503,2,2,21,0.453,upi,11,19.48,0,213.09,False,0.737,TRANSIENT_FAILURE,0.727,20.06,14.78,RETRY
PAY-0020419,CUST-004154,2025-12-23,12.88,BANK_UNAVAILABLE,GW_503,1,0,28,0.422,card,18,10.37,1,189.79,False,0.75,TRANSIENT_FAILURE,0.747,12.79,9.59,RETRY
PAY-0020420,CUST-007218,2025-11-11,13.38,BANK_UNAVAILABLE,91,2,1,35,0.604,card,49,15.47,1,885.8,False,0.754,TRANSIENT_FAILURE,0.808,13.69,10.32,RETRY
PAY-0020421,CUST-003862,2025-07-18,10.38,GATEWAY_ERROR,GW_500,1,0,19,0.456,upi,15,11.66,0,161.81,False,0.591,GATEWAY_ERROR,0.91,10.4,6.15,RETRY
PAY-0020422,CUST-002576,2026-06-19,15.52,AUTHENTICATION_FAILED,05,2,1,28,0.731,netbanking,36,14.22,1,499.05,False,0.471,CUSTOMER_ACTION_REQUIRED,0.791,16.64,7.84,CUSTOMER_NUDGE
PAY-0020423,CUST-004882,2026-05-14,17.22,LIMIT_EXCEEDED,LIMIT_61,2,2,31,0.371,upi,4,18.47,0,72.06,False,0.366,CUSTOMER_ACTION_REQUIRED,0.901,17.51,6.41,HUMAN_REVIEW
PAY-0020424,CUST-002166,2025-11-29,78.05,CARD_EXPIRED,EXP_CARD_54,1,1,28,0.675,card,32,78.12,0,2171.19,False,0.412,PAYMENT_INSTRUMENT,0.8,84.09,34.65,HUMAN_REVIEW
PAY-0020425,CUST-001409,2026-07-31,38.59,NETWORK_TIMEOUT,GW_503,3,2,31,0.514,card,38,30.96,3,1206.38,False,0.582,TRANSIENT_FAILURE,0.892,39.11,22.76,RETRY
PAY-0020426,CUST-004804,2025-07-31,28.41,DUPLICATE_TRANSACTION,DUP_94,2,3,37,0.622,upi,50,24.52,2,1155.22,False,0.539,GATEWAY_ERROR,0.74,30.01,16.18,RETRY
PAY-0020427,CUST-005543,2025-07-11,37.82,AUTHENTICATION_FAILED,3DS_FAIL_05,1,0,32,0.389,upi,5,31.62,2,152.25,False,0.536,CUSTOMER_ACTION_REQUIRED,0.8,38.01,20.37,CUSTOMER_NUDGE
PAY-0020428,CUST-000807,2025-05-23,71.43,INSUFFICIENT_FUNDS,NSF_51,3,2,37,0.7,card,39,68.03,3,3271.97,False,0.382,CUSTOMER_ACTION_REQUIRED,0.746,69.89,26.7,HUMAN_REVIEW
